#File S7: MergeMap consensus genetic map for Pinus taeda and Pinus elliottii with genomic sequence alignments and predicted genes functions based on transcript alignments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Legend: MergeMarkerID - identifier of marker used in input maps to allow consensus map merging, GeneSeqID - identifier used in alignment analysis of a marker's sequence (see File S5), LG - linkage group, LG_pos_cM - centiMorgan position of the locus in the linkage group, Pos_lCI - cM position of the lower bound of locus 95% confidence interval, Pos_uCI - cM position of the upper bound of locus 95% CI, Delta_CIbounds - cM difference between upper and lower 95% CI, MarkerID - identifier for the specific marker allele mapped in a contributing input map, Marker_type - type of allele segregating for the locus (SNP - single nucleotide polymorphism; RFLP - restriction fragment length polymorphism; PAV - presence-absence variant; SSR - simple sequence repeat; estSSR - SSR from an expressed sequence tag; ESTP - expressed sequence tag polymorphism), Seg_qtl-base1 - the present or absent in the qtl-base1 map, Seg_qtl-base2 - present or absent in the qtl-base2 map, Seg_BC1 - present or absent in the BC1 map, Seg_10-5 - present (1) or absent (0) in the 10-5 map, Aligned_scaff_ID - scaffold or contig identifier of Pinus taeda RefSeq assembly v1.01, Aligned_genome_coord - start position..stop position for the best alignment  of the scaffold_ID with the marker GeneSeqID, Genome_pct_aligned - percent nucleotide sequence aligned length between the marker and P. taeda genome sequence, Genome_pct_ID - percent nucleotide sequence identity between the marker and aligned P. taeda genome sequence, Aligned_transcript(Accession_Pending) - predicted full-length Pinus taeda trascript ID - not yet assigned pending publication by Mockaitis et al., ESTvTr_pctID - percent nucleotide sequence identity between the EST marker and transcript, ESTvTr_alignlen - nucleotide length of alignment between the EST marker and transcript, ESTvTr_evalue - E-value of alignment between the EST marker and transcript, ESTvTr_bitscore - Bitscore of alignment between the EST marker and transcript, Aligned_CDD -  NCBI Conserved Domain Database accessionID assigned to the transcript, CDD_desc - description of the protein domain from the NCBI Conserved domain database, Tr_CDD_pctID - percent sequence identity between the transcript and the domain from the NCBI CDD, Tr_CDD_alignlen - length of alignment between the transcript and the domain  , Tr_CDD_evalue - E-value of alignment between the transcript and the domain, Tr_CDD_bitscore - Bitscore of alignment between the transcript and the domain, Aligned_AGI_prot - TAIR accession ID of the Arabidosis AGI map gene model with the highest amino acid sequence identity with the assigned translated P. taeda transcript, Prot_desc - description of the protein function of the TAIR gene model, Tr_AGI_pctID - percent amino acid sequence identity between the Arabidopsis and P. taeda proteins, Tr_AGI_alignlen - length of alignment between Arabidopsis and P. taeda transcripts, Tr_AGI_evalue - E-value of alignment between Arabidopsis and P.taeda transcripts, Tr_AGI_bitscore - Bitscore of alignment between Arabidopsis and P.taeda transcripts, MarkerAcc - NCBI/GenBank accession number for the marker sequence or for the best blastn match to the marker sequence, NP - the gene is reported on the 10-5 map3 of Neves et al. 2014 but was not positioned on our consensus map, NA - information not available."

MergeMarkerID,GeneSeqID,LG,LG_pos_cM,Pos_lCI,Pos_uCI,Delta_CIbounds,MarkerID,Marker_type,Seg_qtl-base1,Seg_qtl-base2,Seg_BC1,Seg_10-5,Aligned_scaff_ID,Aligned_genome_coord,Genome_pct_aligned,Genome_pct_ID,Aligned_transcript(Accession_Pending),ESTvTr_pctID,ESTvTr_alignlen,ESTvTr_evalue,ESTvTr_bitscore,Aligned_CDD,CDD_desc,Tr_CDD_pID,Tr_CDD_alignlen,Tr_CDD_evalue,Tr_CDD_bitscore,Aligned_AGI_prot,Prot_desc,Tr_AGI_pctID,Tr_AGI_alignlen,Tr_AGI_evalue,Tr_AGI_bitscore,MarkerAcc
0_5657,0_5657,8,163.59,163.2,163.97,0.77,0_5657_403,SNP,0,0,0,1,scaffold106767,82285--62363,99.3,99.4,AP,99.7,669,0,1198,CDD|202045,pfam01920; Prefoldin_2; Prefoldin subunit; len=106,16.18,68,0.039,29.5,AT3G22480.1,Prefoldin 2,16.18,68,8.00E-10,52.3,gb|CV032116.1
0_18027,0_18027,8,164.06,163.67,164.44,0.77,0_18027_01_161,SNP,0,1,0,1,scaffold307803.1,28823--28364,55.5,97.9,AP,97.64,423,0,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR018869.1
CL1365Contig1,CL1365Contig1,8,164.39,164,164.77,0.77,CL1365Contig1_03_54,SNP,0,1,0,0,scaffold890810,93731--47555,100,99.7,AP,99.27,1497,0,2659,CDD|224117,COG1196; Smc; Chromosome segregation ATPases; len=1163,23.33,390,2.00E-16,83.6,AT1G67230.1,Little nuclei1,40.52,765,3.00E-50,195,gb|DR094560.1
PtSIFG_1262,PtSIFG_1262,8,164.95,164.56,165.34,0.78,PtSIFG_1262,estSSR,1,0,0,0,scaffold239505.2,78229--79761,97.7,99.7,AP,99.86,718,0,1290,CDD|203924,pfam08381; BRX; Transcription factor regulating root and shoot growth via; len=59,55.93,59,2.00E-29,108,AT1G54180.2,BREVIS RADIX-like 3,47.22,413,5.00E-103,312,gb|BV728681
0_15164,0_15164,8,165.16,164.77,165.54,0.77,0_15164_01_404,SNP,0,1,1,1,scaffold613386,50780--51704,100,99.6,AP,99.86,696,0,1251,CDD|235404,PRK05319; rplD; 50S ribosomal protein L4; len=205,48.77,203,5.00E-94,280,AT2G20060.1,Ribosomal protein L4/L1 family,61.24,307,2.00E-109,324,gb|DR167212.1
0_11789,0_11789,8,165.39,165.01,165.78,0.77,0_11789_01_154,SNP,0,0,1,0,scaffold412083,254633--256668,99.2,99.7,AP,99.43,874,0,1552,CDD|233207,TIGR00955; 3a01204; The Eye Pigment Precursor Transporter (EPP) Family protein; len=617,33.89,596,2.00E-147,445,AT1G31770.1,ATP-binding cassette 14,60.77,650,2.00E-161,484,gb|DR069560.1
UMN_6338,UMN_6338,8,166.76,166.38,167.15,0.77,UMN_6338_01_608,SNP,0,1,1,1,scaffold868128.2,23396--24045,99.5,99.1,AP,99.54,653,0,1166,CDD|222269,pfam13621; Cupin_8; Cupin-like domain; len=247,35.16,273,1.00E-76,236,AT3G45880.1,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,61.27,284,8.00E-97,292,gb|AA556909.1
0_16328,0_16328,8,167.99,167.61,168.37,0.76,0_16328_01_183,SNP,0,0,1,0,tscaffold2114,14396--14982,98.3,99.3,AP,98.66,597,0,1040,CDD|223627,COG0553; HepA; Superfamily II DNA/RNA helicases; SNF2 family; len=866,36.17,528,1.00E-100,326,AT3G54280.2,DNA binding/ATP binding/nucleic acid bindin,72.08,573,3.00E-149,476,gb|DR112857.1
2_8252,2_8252,8,168.9,168.5,169.29,0.79,2_8252_02_135,SNP,0,1,1,0,scaffold771158,39818--40812,100,99.5,AP,99.4,995,0,1768,CDD|240223,cd05797; Ribosomal_L10; Ribosomal protein L10 family; L10 subfamily; len=157,43.4,159,3.00E-47,156,AT5G13510.1,Ribosomal protein L10 family protein,67.35,196,4.00E-53,174,gb|DR024195.1
0_13024,0_13024,8,169.07,168.67,169.46,0.79,0_13024_01_121,SNP,0,1,0,0,tscaffold9134,265575--266074,100,99.2,AP,99.4,500,0,888,CDD|214632,smart00356; ZnF_C3H1; Zinc finger; len=27,48,25,1.00E-04,40.3,AT2G19810.1,CCCH-type zinc finger family protein,69.75,162,4.00E-76,249,gb|CO365921.1
PtRIP_0700,PtRIP_0700,8,169.41,168.96,169.86,0.9,PtRIP_0700,SSR,1,0,0,0,scaffold443657.1,48881--48363,100,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|BV683106
0_12250,0_12250,8,170.93,170.54,171.32,0.78,0_12250_225,SNP,0,0,0,1,scaffold269872,3831--3522,100,98.1,AP,99.68,310,1.00E-155,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|DR079753.1
0_8348,0_8348,8,171.72,171.34,172.1,0.76,0_8348_01_400,SNP,0,1,0,1,scaffold746136,46186--45388,100,99.4,AP,100,643,0,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CX647159.1
PtSIFG_4446,PtSIFG_4446,8,172.28,171.88,172.67,0.79,PtSIFG_4446,estSSR,1,0,0,0,tscaffold1917,80963--18614,100,96.2,AP,100,602,0,1086,CDD|238008,cd00051; EFh; EF-hand; calcium binding motif; len=63,27.4,73,3.00E-07,44.8,AT1G64850.1,Calcium-binding EF hand family protein,53.42,161,4.00E-39,133,gb|BV728691
2_7899,2_7899,8,172.8,172.41,173.18,0.77,2_7899_01_46,SNP,0,1,1,0,scaffold341915.2,87534--86731,100,100,AP,100,804,0,1451,CDD|215242,PLN02441; Cytokinin dehydrogenase; len=525,55.12,508,0,801,AT1G75450.1,Cytokinin oxidase 5,46.63,504,0,535,gb|DR071207.1
0_15613,0_15613,8,173.08,172.69,173.46,0.77,0_15613_01_106,SNP,0,1,0,0,tscaffold6888,16379--16981,99.8,99.5,AP,99.67,603,0,1079,CDD|213402,cd12203; GT1; myb-like; SANT family; len=66,54.55,66,2.00E-27,106,AT1G76890.2,Duplicated homeodomain-like superfamily protein,42.45,457,3.00E-60,215,gb|CX714424.1
UMN_5743,UMN_5743,8,174.17,173.78,174.55,0.77,UMN_5743_01_378,SNP,0,1,0,1,scaffold606383,56269--57039,100,99.4,AP,99.74,774,0,1384,CDD|217539,pfam03407; Nucleotid_trans; Nucleotide-diphospho-sugar transferase; len=208,41.35,208,5.00E-67,214,AT5G44820.1,Nucleotide-diphospho-sugar transferase family protein,50.58,259,3.00E-103,314,gb|DR057546.1
0_12970,0_12970,8,174.29,173.91,174.68,0.77,0_12970_507,SNP,0,0,0,1,tscaffold7533,118326--117515,100,99.1,AP,100,812,0,1465,NA,NA,NA,NA,NA,NA,AT3G13980.1,Uncharacterized protein,34.85,241,9.00E-19,86.4,gb|CO364346.1
0_14408,0_14408,8,175.02,174.64,175.4,0.76,0_14408_580,SNP,0,0,0,1,scaffold180759,46788--35334,63.3,87.9,AP,79.87,308,2.00E-64,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CV035064.1
0_1105,0_1105,8,176.16,175.78,176.55,0.77,0_1105_01_87,SNP,0,1,0,1,tscaffold8338,51960--52678,100,98.8,AP,100,364,0,657,CDD|217539,pfam03407; Nucleotid_trans; Nucleotide-diphospho-sugar transferase; len=208,44.38,169,4.00E-52,169,AT4G19970.1,Uncharacterized protein,54.33,208,1.00E-80,258,gb|CF665627.1
0_18643,0_18643,8,178.5,178.11,178.88,0.77,0_18643_405,SNP,0,0,0,1,tscaffold1603,384005--382682,99.7,99.2,AP,99.45,906,0,1615,CDD|227476,COG5147; REB1; Myb superfamily proteins; len=512,32.35,102,2.00E-14,72.5,AT4G38620.1,Myb domain protein 4,57.34,143,3.00E-46,160,gb|DR015700.1
0_8373,0_8373,8,181.85,181.47,182.23,0.76,0_8373_82,SNP,0,0,0,1,tscaffold6915,9298--9435,98.6,99.3,AP,100,138,3.00E-64,250,CDD|205222,pfam13041; PPR_2; PPR repeat family; len=50,31.25,48,7.00E-10,53.2,AT3G46870.1,Pentatricopeptide repeat (PPR) superfamily protein,37.06,170,2.00E-45,156,gb|CX647331.1
PtIFG_2538_5,PtIFG_2538,8,182.06,181.68,182.44,0.76,PtIFG_2538_5,RFLP,1,0,0,0,scaffold707248,61679--61911,62.1,92.5,AP,84.76,164,4.00E-40,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|H75205
PtIFG_149_2,PtIFG_149,8,182.47,182.09,182.85,0.76,rflpPita_IFG_149_2,RFLP,1,1,0,0,tscaffold2573,3575--3766,92.3,98.4,AP,98.45,193,4.00E-87,324,CDD|185697,cd09020; D-hex-6-P-epi_like; D-hexose-6-phosphate epimerase-like; len=269,46.76,278,2.00E-131,378,AT5G57330.1,Galactose mutarotase-like superfamily protein,73.48,313,1.00E-120,353,gb|H75141
0_12079,0_12079,8,182.93,182.55,183.32,0.77,0_12079_01_142,SNP,0,1,0,1,scaffold51427,76374--77126,99.6,99.7,AP,99.74,756,0,1355,CDD|202256,pfam02493; MORN repeat; len=23,56.52,23,2.00E-04,39.3,AT4G17080.1,Histone H3 K4-specific methyltransferase SET7/9 family protein,64.12,340,3.00E-112,346,gb|DR163173.1
CL3468Contig1,CL3468Contig1,8,183.17,182.79,183.56,0.77,CL3468Contig1_03_37,SNP,0,1,0,0,scaffold853663,14641--15260,68.3,99.2,AP,99.61,510,0,904,CDD|205222,pfam13041; PPR_2; PPR repeat family; len=50,31.25,48,7.00E-09,51.3,AT5G09320.1,Vacuolar sorting protein 9 (VPS9) domain protein,33.76,234,2.00E-40,151,gb|DR161366.1
0_7804,0_7804,8,183.18,182.7,183.65,0.95,0_7804_01_60,SNP,0,1,1,1,scaffold388705,42594--42011,100,100,AP,99.66,582,0,1038,CDD|240271,PTZ00108; DNA topoisomerase 2-like protein; len=1388,18.95,306,1.00E-14,75.1,AT3G23890.1,Topoisomerase II,18.27,323,1.00E-14,76.8,gb|CF388412.1
2_10192,2_10192,8,184.01,183.63,184.38,0.75,2_10192_01_461,SNP,0,1,0,0,tscaffold657,88635--89441,100,99,AP,99.13,807,0,1424,CDD|237865,PRK14951; DNA polymerase III subunits gamma and tau; len=618,22.58,93,0.005,34.7,NA,NA,NA,NA,NA,NA,gb|DR015210.1
CL2111Contig1,CL2111Contig1,8,184.25,183.76,184.73,0.97,CL2111Contig1_02_106,SNP,0,1,1,0,scaffold62142.3,120239--86578,98.9,99.6,AP,99.73,743,0,1332,NA,NA,NA,NA,NA,NA,AT4G19140.1,Uncharacterized protein,32.71,266,8.00E-41,147,gb|DR118927.1
UMN_6874,UMN_6874,8,184.51,184.02,185,0.98,UMN_6874_01_447,SNP,0,1,1,0,scaffold855456,68491--71048,100,99.7,AP,99.53,859,0,1528,CDD|217386,pfam03141; Methyltransf_29; S-adenosyl-L-methionine-dependent methyltransferase; len=506,38.49,543,2.00E-170,501,AT1G78240.2,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,56.79,611,0,540,gb|BG319184.1
2_9295,2_9295,8,185.14,184.68,185.6,0.92,2_9295_01_148,SNP,0,1,1,1,tscaffold6848,270702--269971,100,97.7,AP,99.32,738,0,1308,CDD|215689,pfam00067; p450; Cytochrome P450; len=461,29.23,431,8.00E-78,251,AT2G45560.1,Cytochrome P450/ family 76/ subfamily C/ polypeptide 1,34.47,438,1.00E-93,296,gb|CO360852.1
CL2060Contig1,CL2060Contig1,8,185.29,184.84,185.74,0.9,CL2060Contig1_03_97,SNP,0,1,1,0,tscaffold2889,578940--547089,100,98.8,AP,99.87,779,0,1397,NA,NA,NA,NA,NA,NA,AT5G61970.1,Signal recognition particle-related / SRP-related protein,62.07,588,0,797,gb|DR179261.1
0_13094,0_13094,8,185.92,185.54,186.31,0.77,0_13094_01_701,SNP,0,1,0,0,scaffold695461,116867--116105,100,100,AP,100,351,7.00E-179,634,CDD|173827,cd00693; secretory_peroxidase; Horseradish peroxidase and related secretory plant; len=298,52.67,300,3.00E-164,464,AT4G36430.1,Peroxidase superfamily protein,39.2,301,2.00E-150,431,gb|CO366153.1
0_18800,0_18800,8,186.18,185.72,186.64,0.92,0_18800_142,SNP,0,0,0,1,tscaffold2889,578938--577883,99.9,96.3,AP,96.88,673,0,1119,NA,NA,NA,NA,NA,NA,AT5G61970.1,Signal recognition particle-related / SRP-related protein,61.73,588,0,794,gb|DR025046.1
0_12123,0_12123,8,189.56,189.1,190.02,0.92,0_12123_510,SNP,0,0,0,1,scaffold51427,77326--83783,99.8,99.8,AP,99.77,862,0,1543,CDD|202256,pfam02493; MORN repeat; len=23,56.52,23,2.00E-04,39.3,AT4G17080.1,Histone H3 K4-specific methyltransferase SET7/9 family protein,64.12,340,3.00E-112,346,gb|DR163813.1
0_15463,0_15463,9,0,0,0,0,0_15463_227,SNP,0,0,0,1,scaffold896661.2,32264--31740,100,98.9,AP,99.43,527,0,931,CDD|223394,COG0317; SpoT; Guanosine polyphosphate pyrophosphohydrolases/synthetases; len=701,48.7,269,6.00E-109,346,AT3G14050.1,RELA/SPOT,44.13,673,7.00E-161,483,gb|CX713590.1
UMN_2564,UMN_2564,9,0.79,0.79,0.79,0,UMN_2564_167,SNP,0,0,0,1,scaffold722437,21283--20875,100,99.5,AP,100,409,0,738,CDD|219281,pfam07059; DUF1336; Unknown function; len=215,49.55,222,1.00E-96,287,AT5G10750.1,Uncharacterized protein,68.29,246,1.00E-113,335,gb|CO363930.1
PtSIFG_0166,PtSIFG_0166,9,0.88,0.88,0.89,0.01,PtSIFG_0166,estSSR,1,0,0,0,scaffold764428,114622--113960,100,99.8,AP,99.85,663,0,1191,CDD|114404,pfam05678; VQ motif; len=31,50,30,2.00E-04,37.8,AT4G39720.1,VQ motif-containing protein,27.27,88,1.00E-10,60.1,gb|BV728653
0_18137,0_18137,9,4.03,4.03,4.03,0,0_18137_503,SNP,0,0,0,1,C30586036,494--1394,99.9,94.4,AP,88.53,750,0,933,CDD|224388,COG1471; RPS4A; Ribosomal protein S4E; len=241,48.76,242,1.00E-110,322,AT5G07090.1,Ribosomal protein S4 (RPS4A) family protein,86.26,262,1.00E-120,349,gb|DR019763.1
CL3715Contig1,CL3715Contig1,9,7.14,7.14,7.15,0.01,CL3715Contig1_01_128,SNP,0,1,0,0,tscaffold7712,178984--179804,99.4,99.9,AP,99.88,824,0,1481,CDD|240771,cd12325; RRM1_hnRNPA_hnRNPD_like; RNA recognition motif 1 in heterogeneous nuclear; len=72,62.5,72,6.00E-35,125,AT5G55550.2,RNA-binding (RRM/RBD/RNP motifs) family protein,33.69,466,4.00E-68,228,gb|CX646945.1
estPtIFG_1956_a,PtIFG_1956,9,8,7.99,8,0.01,estPtIFG_1956_a,ESTP,1,0,0,0,tscaffold8401,272865--272667,90.7,96.9,AP,94.97,199,5.00E-82,309,CDD|238033,cd00078; HECTc; HECT domain; len=352,47.27,366,4.00E-152,479,AT1G55860.2,Ubiquitin-protein ligase 1,52.34,3896,0,3152,gb|H75039
2_8266,2_8266,9,8.27,8.27,8.27,0,2_8266_569,SNP,0,0,0,1,tscaffold5482,89086--89911,100,99.3,AP,99.15,827,0,1458,NA,NA,NA,NA,NA,NA,AT1G75660.1,5'-3' exoribonuclease 3,53.69,583,0,617,gb|CO368851.1
CL647Contig1,CL647Contig1,9,9.55,9.54,9.55,0.01,CL647Contig1_04_50,SNP,0,1,0,0,scaffold897733.2,17565--14607,100,98,AP,99.88,811,0,1458,CDD|222279,pfam13639; zf-RING_2; Ring finger domain protein; len=46,41.3,46,1.00E-14,66.3,AT3G62690.1,AtL5,35.71,56,7.00E-18,80.9,gb|CO369442.1
0_1986,0_1986,9,9.92,9.92,9.92,0,0_1986_632,SNP,0,0,0,1,scaffold779726.2,7510--6250,99.2,93.7,AP,100,721,0,1301,CDD|219009,pfam06404; PSK; Phytosulfokine precursor protein; len=74,34.44,90,3.00E-16,68.2,AT2G22860.1,Phytosulfokine 2 precursor,26.67,90,7.00E-17,71.2,gb|CO173501.1
CL3786Contig1,CL3786Contig1,9,13.01,13,13.01,0.01,CL3786Contig1_02_70,SNP,0,1,0,0,scaffold690962,31583--28278,97.4,100,AP,99.32,1028,0,1829,CDD|215811,pfam00235; Profilin; len=121,57.94,126,3.00E-63,191,AT2G19770.1,Profilin 5,70.15,134,5.00E-69,207,gb|DR116901.1
0_15093,0_15093,9,14.75,14.75,14.76,0.01,0_15093_01_242,SNP,0,1,1,0,tscaffold7712,180546--179961,100,99.5,AP,99.83,586,0,1052,CDD|240771,cd12325; RRM1_hnRNPA_hnRNPD_like; RNA recognition motif 1 in heterogeneous nuclear; len=72,62.5,72,6.00E-35,125,AT5G55550.2,RNA-binding (RRM/RBD/RNP motifs) family protein,33.69,466,4.00E-68,228,gb|DR166735.1
2_2065,2_2065,9,14.79,14.79,14.79,0,2_2065_222,SNP,0,0,0,1,tscaffold4756,360295--400090,100,99.9,AP,99.73,754,0,1353,CDD|224143,COG1222; RPT1; ATP-dependent 26S proteasome regulatory subunit; len=406,51.94,258,2.00E-121,358,AT4G29040.1,Regulatory particle AAA-ATPase 2A,86.81,326,8.00E-114,341,gb|CF671788.1
0_17254,0_17254,9,15.02,15.01,15.02,0.01,0_17254_01_434,SNP,0,1,0,1,tscaffold1400,58935--59995,98.7,97.9,AP,99.88,811,0,1458,CDD|236020,PRK07449; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate; len=568,35.97,620,1.00E-160,505,AT1G68890.1,Magnesium ion binding/thiamin pyrophosphate binding/hydro-lyases/catalytics/2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthases,47.65,1385,0,977,gb|BG318187.1
UMN_4609,UMN_4609,9,15.02,15.01,15.02,0.01,UMN_4609_01_262,SNP,0,1,0,0,tscaffold1400,455989--455293,100,96.8,AP,99.82,557,0,1002,NA,NA,NA,NA,NA,NA,AT1G68890.1,Magnesium ion binding/thiamin pyrophosphate binding/hydro-lyases/catalytics/2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthases,43.28,67,1.00E-08,53.9,gb|DR100139.1
CL4664Contig1,CL4664Contig1,9,15.3,15.29,15.3,0.01,CL4664Contig1_05_101,SNP,0,1,0,0,scaffold722281.1,53055--54019,97.6,99.7,AP,99.69,959,0,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CO159424.1
0_17113,0_17113,9,15.61,15.6,15.61,0.01,0_17113_01_873,SNP,0,1,1,0,C32526174,48164--46732,100,100,AP,100,738,0,1332,CDD|197674,smart00353; HLH; Helix loop helix domain protein; len=53,31.82,44,0.034,31.8,AT3G20640.1,Basic helix-loop-helix (bHLH) DNA-binding superfamily protein,25.38,130,8.00E-10,59.3,gb|DR099395.1
0_12301,0_12301,9,15.9,15.9,15.9,0,0_12301_559,SNP,0,0,0,1,scaffold231772.2,45902--46799,96.2,95.2,AP,96.58,878,0,1456,NA,NA,NA,NA,NA,NA,AT3G01430.1,Uncharacterized protein,51.16,43,3.00E-08,49.7,gb|DR080199.1
0_1745,0_1745,9,16.15,16.15,16.15,0,0_1745_01_248,SNP,0,1,1,1,scaffold413908,179108--177411,99.8,99.5,AP,99.69,644,0,1153,NA,NA,NA,NA,NA,NA,AT3G43850.1,Uncharacterized protein,52.78,36,1.00E-06,47.8,gb|CO175499.1
PtIFG_2479_1,PtIFG_2479,9,16.82,16.82,16.82,0,rflpPita_IFG_2479_1,RFLP,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UMN_5121,UMN_5121,9,16.95,16.95,16.96,0.01,UMN_5121_02_317,SNP,0,0,1,0,scaffold38657,39172--38626,100,99.6,AP,99.09,547,0,964,CDD|197689,smart00380; AP2; DNA-binding domain in plant proteins such as APETALA2 and; len=64,57.38,61,6.00E-31,110,AT2G35700.1,ERF family protein 38,58.42,101,2.00E-37,132,gb|BQ696850.1
UMN_3837,UMN_3837,9,17.05,17.05,17.05,0,UMN_3837_756,SNP,0,0,0,1,tscaffold3855,161454--160651,88,86.1,AP,99.89,882,0,1586,CDD|132995,cd00218; GlcAT-I; Beta1; len=223,30.91,275,4.00E-55,186,AT5G67230.1,Nucleotide-diphospho-sugar transferases superfamily protein,53.08,503,1.00E-165,483,gb|CX712488.1
estPtIFG_9156_a,PtIFG_9156,9,17.24,17.23,17.24,0.01,estPita_IFG_9156_A,ESTP,1,1,0,0,scaffold66800.1,88602--94943,99.8,98.6,AP,97.3,630,0,1059,CDD|236588,PRK09607; rps11p; 30S ribosomal protein S11P; len=132,68.29,123,1.00E-70,212,ATCG00750.1,Ribosomal protein S11,29.58,142,5.00E-61,189,gb|AA739960
0_13026,0_13026,9,18.6,18.59,18.6,0.01,0_13026_02_330,SNP,0,1,0,0,tscaffold7384,243329--148969,100,100,AP,100,707,0,1276,CDD|222279,pfam13639; zf-RING_2; Ring finger domain protein; len=46,48.89,45,6.00E-15,69.3,AT2G17450.1,RING-H2 finger A3A,34.88,86,1.00E-20,89.8,gb|CO365927.1
estPtIFG_9164_a,PtIFG_9164,9,18.9,18.9,18.91,0.01,estPtIFG_9164_a,ESTP,1,0,0,0,tscaffold3682,376947--377554,100,99.2,AP,98.85,608,0,1067,CDD|238907,cd01926; cyclophilin_ABH_like; Cyclophilin_ABH_like: Cyclophilin  A; len=164,77.71,166,2.00E-114,328,AT2G21130.1,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,83.23,167,2.00E-100,293,gb|AA739966
UMN_6257,UMN_6257,9,19.69,19.69,19.69,0,UMN_6257_226,SNP,0,0,0,1,tscaffold2279,380176--379771,100,98.3,AP,99.51,406,0,724,CDD|237436,PRK13581; D-3-phosphoglycerate dehydrogenase; len=526,47.43,544,0,635,AT1G17745.1,D-3-phosphoglycerate dehydrogenase,77.39,544,0,622,gb|BF049760.1
0_337,0_337,9,20.35,20.35,20.35,0,0_337_311,SNP,0,0,0,1,scaffold225976,3016--2002,100,100,AP,100,678,0,1223,CDD|238214,cd00354; FBPase; Fructose-1; len=315,50.61,245,9.00E-119,344,AT1G43670.1,Inositol monophosphatase family protein,47.13,244,2.00E-137,394,gb|CF672388.1
CL2350Contig1,CL2350Contig1,9,20.81,20.81,20.81,0,CL2350Contig1_01_56,SNP,0,1,0,0,scaffold339764,221075--222242,100,99.9,AP,99.9,1047,0,1884,CDD|227511,COG5184; ATS1; Alpha-tubulin suppressor and related RCC1 domain-containing; len=476,23.06,386,2.00E-26,111,AT3G26100.2,Regulator of chromosome condensation (RCC1) family protein,71.75,538,0,543,gb|CF670150.1
2_4660,2_4660,9,20.91,20.91,20.91,0,2_4660_01_353,SNP,0,1,0,0,tscaffold2279,372832--373604,99.4,99.4,AP,99.61,778,0,1388,CDD|237436,PRK13581; D-3-phosphoglycerate dehydrogenase; len=526,47.43,544,0,636,AT1G17745.1,D-3-phosphoglycerate dehydrogenase,77.39,544,0,623,gb|DR110514.1
UMN_2253,UMN_2253,9,21.25,21.25,21.25,0,UMN_2253_01_136,SNP,0,1,0,1,tscaffold3594,64886--65192,96.5,96.4,AP,98.74,317,4.00E-157,554,NA,NA,NA,NA,NA,NA,AT5G14890.1,NHL domain-containing protein,39.58,96,2.00E-10,58.9,gb|BQ635087.1
0_14069,0_14069,9,21.29,21.29,21.29,0,0_14069_01_49,SNP,0,1,0,1,tscaffold879,12069--11372,100,98.6,AP,99.86,698,0,1251,CDD|235645,PRK05912; Tyrosyl-tRNA synthetase; len=408,42.89,436,0,526,AT3G02660.1,Tyrosyl-tRNA synthetase/ class Ib/ bacterial/mitochondrial,68.12,436,0,552,gb|DR179733.1
0_5083,0_5083,9,21.96,21.96,21.96,0,0_5083_01_96,SNP,0,1,1,0,scaffold903832,21769--21164,100,98.3,AP,98.4,312,6.00E-151,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gb|CF401260.1
0_17756,0_17756,9,22.7,22.7,22.7,0,0_17756_02_191,SNP,0,1,0,0,tscaffold4575,52266--51399,98.7,100,AP,98.96,868,0,1534,CDD|187750,cd09233; ACE1-Sec16-like; Ancestral coatomer element 1 (ACE1) of COPII coat complex; len=314,32.01,378,2.00E-89,295,AT5G47490.1,RGPR-related protein,35.49,1609,0,711,gb|DR016627.1
2_9649,2_9649,9,23.25,23.25,23.25,0,2_9649_843,SNP,0,0,0,1,scaffold137944.3,35071--172768,100,99.7,AP,100,947,0,1709,CDD|240065,cd04714; BAH_BAHCC1; BAH; len=121,41.3,138,8.00E-49,158,AT4G22140.2,PHD finger family protein / bromo-adjacent (BAH) domain-containing protein,68.47,222,2.00E-75,231,gb|DR386740.1
